,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Módulo de Young,Textura,Nombre
4084,219813912.52,43496526.96,53.38,1178355.71,Porfídica,Basalto
4085,196454198.58,15575228.58,54.55,-347828.62,Porfídica,Basalto
4086,126492308.69,35941864.53,35.19,20109.09,Detrítica,Arenisca
4087,174428163.35,44305276.39,41.5,127565.27,Detrítica,Arenisca
4088,92936000.57,20537074.08,32.33,490370.1,Detrítica,Arenisca
4089,201314276.61,31320927.44,48.0,381642.39,Afanítica,Andesita
4090,313622693.91,22847859.98,38.24,244990.1,Afanítica,Andesita
4091,190969613.12,44018480.61,58.68,475445.16,Intermedia-Gruesa,Granito
4092,205145379.54,64162226.66,50.93,648592.71,Intermedia-Gruesa,Granito
4093,175792812.0,22310855.8,51.53,682086.63,Intermedia-Gruesa,Granito
4094,162266565.74,50800158.22,55.07,-358369.62,Detrítica,Arenisca
4095,70217186.43,23110454.23,43.29,514739.91,Detrítica,Arenisca
4096,163739384.5,19052959.75,48.13,145276.64,Intermedia-Gruesa,Granito
4097,254711559.65,35587025.14,42.94,218943.47,Afanítica,Andesita
4098,263345019.86,28416739.79,43.05,351230.76,Afanítica,Andesita
4099,54995554.4,27363650.11,45.03,365579.69,Detrítica,Arenisca
4100,338386060.06,34327547.64,50.32,336018.93,Afanítica,Andesita
4101,197606470.62,25108518.23,47.61,454576.72,Afanítica,Andesita
4102,206180217.24,31197065.13,32.41,520196.32,Fanerítica,Gabro
4103,186188307.92,39021914.84,56.88,621842.48,Intermedia-Gruesa,Granito
4104,151088842.21,29123935.67,38.67,-204157.87,Fanerítica,Gabro
4105,191786363.48,32636246.38,53.12,231514.18,Intermedia-Gruesa,Granito
4106,254912353.3,28996695.23,33.14,228735.41,Fanerítica,Gabro
4107,324595014.03,28092766.7,38.67,393496.39,Afanítica,Andesita
4108,238992260.59,32980709.95,38.34,268145.51,Afanítica,Andesita
4109,145294184.14,40346848.2,59.3,387367.94,Detrítica,Arenisca
4110,348229686.87,26628922.8,47.48,346850.83,Afanítica,Andesita
4111,246375475.62,53790151.87,51.81,481971.82,Intermedia-Gruesa,Granito
4112,216964440.85,10566294.96,55.6,1011588.42,Porfídica,Basalto
4113,115615232.71,28877807.22,54.69,441987.1,Detrítica,Arenisca
4114,214928443.09,24639495.95,43.32,380069.45,Afanítica,Andesita
4115,45074035.92,47193480.23,47.61,666174.74,Detrítica,Arenisca
4116,308180194.85,31425531.5,49.46,340139.51,Afanítica,Andesita
4117,290452114.2,32268892.11,30.92,366587.62,Fanerítica,Gabro
4118,218709515.38,31118323.24,29.67,-398933.84,Fanerítica,Gabro
4119,236191072.31,33152709.09,53.1,-63253.25,Intermedia-Gruesa,Granito
4120,82856734.12,35460198.37,39.65,94581.27,Detrítica,Arenisca
4121,210599161.31,29699671.42,30.75,332294.46,Fanerítica,Gabro
4122,246412717.91,28625851.31,40.12,503394.23,Fanerítica,Gabro
4123,147380886.26,27140810.4,23.01,270045.0,Detrítica,Arenisca
4124,288324537.19,29990257.82,36.61,449139.34,Fanerítica,Gabro
4125,307044062.7,34778359.19,56.4,385346.83,Afanítica,Andesita
4126,121170258.12,-8780157.23,31.84,-174965.57,Detrítica,Arenisca
4127,220307979.83,26982636.64,49.94,346871.98,Afanítica,Andesita
4128,204218278.31,30223238.49,50.06,279983.12,Porfídica,Basalto
4129,276024770.76,30542394.32,34.51,333821.34,Fanerítica,Gabro
4130,224883838.01,42516036.17,48.35,637256.13,Intermedia-Gruesa,Granito
4131,171562902.46,16157830.97,55.78,292954.79,Intermedia-Gruesa,Granito
4132,211507010.5,13492805.47,56.07,388396.97,Porfídica,Basalto
4133,223709273.91,31037955.52,37.3,491058.46,Fanerítica,Gabro
4134,310481827.58,29110457.91,38.24,666399.97,Fanerítica,Gabro
4135,215623281.99,28876210.25,36.43,412564.93,Fanerítica,Gabro
4136,213832579.06,28842578.37,36.35,133758.83,Fanerítica,Gabro
4137,183370790.43,29545188.23,60.14,344606.26,Intermedia-Gruesa,Granito
4138,146649615.29,17763278.03,60.23,394051.16,Porfídica,Basalto
4139,259876116.4,52620892.73,47.85,755806.95,Intermedia-Gruesa,Granito
4140,149474090.17,66662599.91,51.47,308072.4,Porfídica,Basalto
4141,163611054.86,72651880.89,50.81,1624068.26,Porfídica,Basalto
4142,231320887.94,29961689.55,35.21,962440.94,Fanerítica,Gabro
4143,177816921.49,30260167.99,28.68,-149841.38,Fanerítica,Gabro
4144,77637398.58,31793776.78,23.12,115327.49,Detrítica,Arenisca
4145,101284374.09,30686336.49,33.46,188199.3,Detrítica,Arenisca
4146,318268480.09,29700249.58,40.95,321279.91,Afanítica,Andesita
4147,277451990.26,30499484.3,34.25,1142506.84,Fanerítica,Gabro
4148,54904938.49,16064989.58,66.87,182010.83,Detrítica,Arenisca
4149,204100391.77,31113326.76,43.84,317236.54,Afanítica,Andesita
4150,71763040.04,5906447.75,36.5,99539.82,Detrítica,Arenisca
4151,237606384.78,32079945.1,36.34,252102.57,Fanerítica,Gabro
4152,133915605.63,29578223.95,63.62,694815.45,Detrítica,Arenisca
4153,313251390.58,27729651.43,40.34,396962.03,Afanítica,Andesita
4154,203590197.63,74349823.64,51.46,762542.29,Porfídica,Basalto
4155,89621960.63,20548891.04,60.46,296128.27,Detrítica,Arenisca
4156,88002051.11,38157769.76,30.53,400512.49,Detrítica,Arenisca
4157,91580311.3,40816251.83,29.1,269615.79,Detrítica,Arenisca
4158,135196630.56,15395946.47,34.36,675753.74,Detrítica,Arenisca
4159,221748019.11,28329528.45,33.77,506767.14,Fanerítica,Gabro
4160,170185633.94,37163574.05,52.89,167954.57,Intermedia-Gruesa,Granito
4161,212261596.08,30179289.23,53.0,419379.51,Intermedia-Gruesa,Granito
4162,114334271.85,14942259.12,39.26,586755.37,Detrítica,Arenisca
4163,201682243.14,36008812.68,50.67,1122250.87,Porfídica,Basalto
4164,66607287.87,51577542.35,28.79,265852.45,Detrítica,Arenisca
4165,192201945.68,-8638369.44,48.9,162641.86,Intermedia-Gruesa,Granito
4166,235401907.15,29420608.67,35.73,436033.76,Fanerítica,Gabro
4167,248472453.48,39721167.21,41.75,401943.53,Afanítica,Andesita
4168,194932316.55,39875488.89,50.44,849913.25,Porfídica,Basalto
4169,275032639.38,23188228.68,44.23,282233.38,Afanítica,Andesita
4170,112502716.5,-6302812.87,26.35,482561.2,Detrítica,Arenisca
4171,267870182.18,31599707.42,36.3,941178.91,Fanerítica,Gabro
4172,213718892.53,31513656.58,51.51,398311.87,Afanítica,Andesita
4173,166112343.8,103107040.14,56.6,912980.81,Porfídica,Basalto
4174,134289744.89,80386297.62,55.15,963415.25,Intermedia-Gruesa,Granito
4175,161817565.99,33905621.37,52.73,1045300.53,Porfídica,Basalto
4176,331972352.4,29548061.37,46.87,383064.0,Afanítica,Andesita
4177,207236788.38,16107914.22,53.62,-291225.58,Intermedia-Gruesa,Granito
4178,70523519.89,21487370.55,41.24,159650.42,Detrítica,Arenisca
4179,238054570.53,24957891.79,52.05,442278.2,Afanítica,Andesita
4180,122478963.59,34126403.33,51.37,412053.37,Detrítica,Arenisca
4181,124784719.65,10804674.58,42.13,110968.74,Detrítica,Arenisca
4182,237571285.78,29152584.04,37.56,389941.17,Fanerítica,Gabro
4183,248039831.86,30094923.46,35.84,443809.38,Fanerítica,Gabro
4184,182569606.64,28009714.94,43.83,-59775.99,Intermedia-Gruesa,Granito
4185,75655807.75,44492009.05,53.21,675283.58,Detrítica,Arenisca
4186,334553803.93,28589983.0,34.71,422441.89,Fanerítica,Gabro
4187,186477906.81,53489399.42,45.08,504660.27,Intermedia-Gruesa,Granito
4188,270815884.7,32475638.4,34.76,398228.13,Fanerítica,Gabro
4189,176540867.04,40041322.82,46.76,880466.95,Intermedia-Gruesa,Granito
4190,220939152.97,28860357.14,31.43,120838.49,Fanerítica,Gabro
4191,24788414.95,19793230.45,33.49,440566.32,Detrítica,Arenisca
4192,306492149.97,24338877.88,39.32,354511.88,Afanítica,Andesita
4193,243179857.85,23661191.25,45.34,327916.61,Intermedia-Gruesa,Granito
4194,145997620.21,42791368.86,59.5,74668.63,Detrítica,Arenisca
4195,282560825.7,30571866.92,31.99,376203.05,Fanerítica,Gabro
4196,108182559.07,26517519.32,46.64,177413.72,Detrítica,Arenisca
4197,197742969.59,33162234.22,42.73,276754.92,Afanítica,Andesita
4198,129823357.96,44981258.03,49.78,638991.21,Porfídica,Basalto
4199,210430634.96,51178590.77,49.94,254183.22,Porfídica,Basalto
4200,116195550.97,-2583099.41,62.05,511047.57,Detrítica,Arenisca
4201,215718984.2,41129635.47,63.79,164247.01,Intermedia-Gruesa,Granito
4202,141400962.81,1828478.81,54.33,517487.35,Porfídica,Basalto
4203,241268921.62,31221492.95,31.51,181546.55,Fanerítica,Gabro
4204,161854881.75,28908795.12,49.18,889792.68,Porfídica,Basalto
4205,214398219.88,27970686.95,43.46,371444.2,Afanítica,Andesita
4206,281694771.08,29520331.9,37.51,39413.94,Fanerítica,Gabro
4207,219464521.39,30626279.1,33.41,261110.63,Fanerítica,Gabro
4208,261541202.04,29319661.01,43.19,353340.14,Afanítica,Andesita
4209,279114935.34,29184153.05,33.56,187977.58,Fanerítica,Gabro
4210,175220524.97,30070326.08,41.95,341197.91,Intermedia-Gruesa,Granito
4211,192495606.95,34248396.77,51.17,216277.06,Intermedia-Gruesa,Granito
4212,106596921.76,20945125.37,26.56,221644.25,Detrítica,Arenisca
4213,78940880.79,17888226.81,33.97,164161.7,Detrítica,Arenisca
4214,207536868.26,31048342.09,61.05,675834.14,Intermedia-Gruesa,Granito
4215,94686471.82,11087633.06,18.85,507112.35,Detrítica,Arenisca
4216,185691946.0,18206073.21,54.17,435628.03,Porfídica,Basalto
4217,162961455.01,22385414.83,47.71,329478.33,Afanítica,Andesita
4218,341792656.52,20265668.59,41.1,424962.48,Afanítica,Andesita
4219,156741240.91,20318850.29,53.65,243309.23,Porfídica,Basalto
4220,149368306.7,19159893.49,44.32,235674.0,Detrítica,Arenisca
4221,243690826.85,32334133.68,32.75,689534.28,Fanerítica,Gabro
4222,47765758.86,-1991634.67,57.24,431052.1,Detrítica,Arenisca
4223,106648762.65,22518066.37,42.38,141641.68,Detrítica,Arenisca
4224,197384970.7,29841404.92,30.54,306349.65,Fanerítica,Gabro
4225,214008612.51,26262697.26,40.99,348208.98,Afanítica,Andesita
4226,246948576.24,19737037.54,57.11,1034399.85,Intermedia-Gruesa,Granito
4227,74600459.61,39413854.91,45.34,646249.8,Detrítica,Arenisca
4228,272502442.62,36842279.38,41.65,305611.0,Afanítica,Andesita
4229,373414652.25,23488948.6,50.71,291957.31,Afanítica,Andesita
4230,239934393.68,19810800.51,53.84,874745.94,Intermedia-Gruesa,Granito
4231,137132027.51,39426598.15,31.59,48314.34,Detrítica,Arenisca
4232,171359673.46,19578934.73,59.17,209887.8,Intermedia-Gruesa,Granito
4233,199806892.52,32046417.44,51.16,614014.3,Porfídica,Basalto
4234,259892582.54,19358274.67,47.92,284363.01,Intermedia-Gruesa,Granito
4235,281631972.4,36510283.02,49.64,126981.13,Intermedia-Gruesa,Granito
4236,81169153.23,34365116.48,31.33,158279.0,Detrítica,Arenisca
4237,238117893.32,38898496.3,47.49,873252.44,Intermedia-Gruesa,Granito
4238,138891867.6,70592887.88,55.92,1272999.9,Porfídica,Basalto
4239,78690219.66,25623021.47,46.24,618551.7,Detrítica,Arenisca
4240,285525112.89,28362420.77,34.33,774425.55,Fanerítica,Gabro
4241,155220683.45,22205673.16,44.42,900654.66,Intermedia-Gruesa,Granito
4242,259787149.42,69610138.77,50.9,-165715.36,Intermedia-Gruesa,Granito
4243,241572867.75,30329846.49,35.29,504653.79,Fanerítica,Gabro
4244,141775859.28,26581902.19,48.96,315518.98,Afanítica,Andesita
4245,218550679.85,30761984.09,33.97,317030.36,Fanerítica,Gabro
4246,237663264.14,21233808.77,59.85,767712.87,Intermedia-Gruesa,Granito
4247,249914656.76,30138334.8,35.67,557449.68,Fanerítica,Gabro
4248,204638830.65,43737065.48,38.3,-81777.54,Intermedia-Gruesa,Granito
4249,98961491.8,29535634.97,56.06,3701.64,Detrítica,Arenisca
4250,338528383.45,20449387.93,45.32,330054.96,Afanítica,Andesita
4251,192010860.04,16667303.67,62.94,820866.19,Intermedia-Gruesa,Granito
4252,199114796.81,-5314700.11,50.54,386387.96,Intermedia-Gruesa,Granito
4253,222851631.58,1857340.37,50.2,1391786.75,Intermedia-Gruesa,Granito
4254,283886523.0,29969980.11,39.2,43978.79,Fanerítica,Gabro
4255,180771666.68,-11588215.26,51.72,712836.03,Intermedia-Gruesa,Granito
4256,125599414.11,42161712.08,53.41,250432.03,Porfídica,Basalto
4257,170380872.3,31231769.57,34.53,595756.33,Detrítica,Arenisca
4258,121656075.32,14964030.38,48.38,-17154.36,Detrítica,Arenisca
4259,274648481.99,31049573.8,34.32,116660.86,Fanerítica,Gabro
4260,364551781.17,29480190.6,53.51,442178.37,Afanítica,Andesita
4261,222097016.1,67073715.83,55.2,1017475.58,Porfídica,Basalto
4262,82481263.48,35844104.35,34.6,533629.45,Detrítica,Arenisca
4263,77790304.44,18757877.07,51.35,324435.62,Detrítica,Arenisca
4264,171707826.88,-4019863.24,55.22,1317712.28,Porfídica,Basalto
4265,161263871.61,4600775.45,54.34,617081.16,Intermedia-Gruesa,Granito
4266,221404075.03,30116880.67,35.7,820575.38,Fanerítica,Gabro
4267,276375161.23,21536001.56,45.34,337664.03,Afanítica,Andesita
4268,-1791953.19,45807287.82,43.34,297103.16,Detrítica,Arenisca
4269,125867220.06,54272830.1,52.95,918857.79,Porfídica,Basalto
4270,228245896.87,27271012.84,58.51,273096.71,Porfídica,Basalto
4271,293299901.0,29476343.75,41.15,427003.37,Afanítica,Andesita
4272,122042736.75,37353172.78,46.21,-61481.62,Detrítica,Arenisca
4273,159978581.05,24948167.13,51.84,874580.48,Porfídica,Basalto
4274,193378394.35,53437874.09,52.05,485980.28,Porfídica,Basalto
4275,171676675.28,22173227.14,40.97,385642.48,Afanítica,Andesita
4276,228059370.23,31467765.8,35.11,203660.18,Fanerítica,Gabro
4277,244388845.31,31368676.25,30.88,541581.1,Fanerítica,Gabro
4278,141608365.88,35474130.61,54.55,-189082.56,Porfídica,Basalto
4279,255606552.67,30414817.87,33.48,28671.27,Fanerítica,Gabro
4280,185814430.34,22605355.97,33.49,222435.69,Detrítica,Arenisca
4281,195084778.26,15122247.58,56.67,1113678.99,Porfídica,Basalto
4282,240002113.56,30651543.02,36.52,272287.4,Fanerítica,Gabro
4283,206159293.92,31818156.3,53.08,528466.75,Porfídica,Basalto
4284,237040033.96,30042573.1,37.27,54272.5,Fanerítica,Gabro
4285,148128244.64,8951551.74,49.93,166280.66,Porfídica,Basalto
4286,277155624.51,29454429.11,36.56,728827.99,Fanerítica,Gabro
4287,195542731.24,15023488.28,56.85,784720.61,Intermedia-Gruesa,Granito
4288,32972490.16,15487073.35,42.24,84061.68,Detrítica,Arenisca
4289,56999516.18,15768513.37,37.63,206634.03,Detrítica,Arenisca
4290,169179279.56,57407726.02,59.8,511061.33,Porfídica,Basalto
4291,204382070.55,-12156705.48,48.64,182520.01,Porfídica,Basalto
4292,157054474.39,72065520.72,48.55,808881.92,Porfídica,Basalto
4293,128531968.07,11026127.33,43.08,444845.5,Detrítica,Arenisca
4294,218755777.62,31414788.22,51.72,411056.62,Intermedia-Gruesa,Granito
4295,289445257.8,14500705.81,49.36,410688.67,Afanítica,Andesita
4296,274278132.97,30094946.6,35.48,452468.42,Fanerítica,Gabro
4297,185728608.91,30243129.71,57.5,842905.54,Porfídica,Basalto
4298,300064723.64,28627141.13,38.33,-72721.31,Fanerítica,Gabro
4299,300187791.86,18219134.35,39.19,288202.8,Afanítica,Andesita
4300,180659551.27,24580985.98,48.54,669401.4,Porfídica,Basalto
4301,149089532.98,50987529.06,50.1,167274.59,Detrítica,Arenisca
4302,142497266.36,-9083987.32,50.62,625056.97,Detrítica,Arenisca
4303,267328976.02,28389990.6,30.89,268075.55,Fanerítica,Gabro
4304,208635797.71,26989922.89,46.58,713833.71,Intermedia-Gruesa,Granito
4305,135161761.21,58548837.5,55.83,806957.86,Porfídica,Basalto
4306,50645228.5,14965943.64,27.3,377904.89,Detrítica,Arenisca
4307,221091261.11,-4934672.04,48.72,275586.32,Porfídica,Basalto
4308,178455887.75,20906089.11,53.66,776914.01,Intermedia-Gruesa,Granito
4309,145963467.0,41191111.96,38.67,327270.53,Afanítica,Andesita
4310,315270258.81,28846783.09,33.97,502519.75,Fanerítica,Gabro
4311,207166891.1,25768686.67,40.06,324263.33,Afanítica,Andesita
4312,209601927.36,30002037.15,31.42,378692.08,Fanerítica,Gabro
4313,286564877.06,26593177.82,44.91,485304.99,Afanítica,Andesita
4314,139485046.17,11367524.02,46.27,-24791.42,Detrítica,Arenisca
4315,245446509.17,23939145.01,47.55,227490.6,Afanítica,Andesita
4316,175515893.72,53075427.48,51.42,389088.22,Porfídica,Basalto
4317,204175329.3,56056842.34,49.66,540348.14,Porfídica,Basalto
4318,208995035.23,59985788.5,57.81,145463.87,Intermedia-Gruesa,Granito
4319,348820296.79,35324922.29,49.58,312593.63,Afanítica,Andesita
4320,217671740.32,40695807.52,53.99,585723.37,Porfídica,Basalto
4321,202786024.17,41385908.42,48.67,662350.21,Intermedia-Gruesa,Granito
4322,257757621.11,27148308.5,54.06,358947.29,Afanítica,Andesita
4323,280798133.86,20452500.2,43.34,322643.58,Afanítica,Andesita
4324,222163742.88,22620723.43,50.77,276356.79,Afanítica,Andesita
4325,203498193.56,28566694.44,49.58,356161.13,Afanítica,Andesita
4326,34031228.59,55407331.49,32.18,812713.68,Detrítica,Arenisca
4327,198385160.95,56718885.66,53.07,834058.17,Porfídica,Basalto
4328,189262078.26,29266830.51,37.88,502452.62,Fanerítica,Gabro
4329,172323305.43,31785890.06,54.04,500027.5,Porfídica,Basalto
4330,197857951.21,46931074.48,46.1,653372.04,Intermedia-Gruesa,Granito
4331,143350894.73,25661198.05,54.86,364332.34,Porfídica,Basalto
4332,100885011.02,19414741.59,20.78,-219214.33,Detrítica,Arenisca
4333,266879727.33,23139531.13,41.78,373179.49,Afanítica,Andesita
4334,79047088.87,-6058676.49,23.4,-42426.22,Detrítica,Arenisca
4335,153844016.09,28813086.54,62.72,741581.51,Intermedia-Gruesa,Granito
4336,88350838.17,3553899.4,33.19,-322866.56,Detrítica,Arenisca
4337,195059461.1,58132108.67,47.03,532049.1,Porfídica,Basalto
4338,211415877.35,29080300.3,34.67,649909.67,Fanerítica,Gabro
4339,221304715.91,30792153.44,55.87,608988.69,Porfídica,Basalto
4340,359567642.6,35457763.64,55.24,363121.23,Afanítica,Andesita
4341,169469959.75,26888548.42,53.02,786168.01,Porfídica,Basalto
4342,109889601.53,18548343.96,54.43,943937.25,Porfídica,Basalto
4343,166746976.17,40562129.74,49.87,795392.91,Porfídica,Basalto
4344,209153103.25,42637358.79,49.41,693483.34,Detrítica,Arenisca
4345,246821526.25,31509617.68,33.99,-60442.95,Fanerítica,Gabro
4346,189434552.97,31185512.93,33.44,191955.3,Fanerítica,Gabro
4347,70090170.69,13408782.68,26.13,505697.93,Detrítica,Arenisca
4348,140972962.49,22937636.96,49.87,101269.33,Detrítica,Arenisca
4349,210656906.19,43116296.11,53.37,289978.7,Intermedia-Gruesa,Granito
4350,282966080.98,28987498.04,36.17,246302.19,Fanerítica,Gabro
4351,281134009.45,21032517.47,49.95,529332.24,Intermedia-Gruesa,Granito
4352,37103123.97,36193132.4,32.43,32204.43,Detrítica,Arenisca
4353,167713329.43,12975613.07,49.2,911767.5,Porfídica,Basalto
4354,145008665.34,63004929.35,53.04,1314539.01,Intermedia-Gruesa,Granito
4355,232900081.61,42992448.54,44.62,362195.4,Afanítica,Andesita
4356,268394289.21,30334094.44,36.74,813825.75,Fanerítica,Gabro
4357,171130242.08,172753.78,51.96,583169.28,Porfídica,Basalto
4358,163517741.5,48031446.65,50.08,195815.44,Intermedia-Gruesa,Granito
4359,239686970.13,31528183.62,38.15,368458.25,Fanerítica,Gabro
4360,161050599.82,37943816.65,44.71,1227114.49,Intermedia-Gruesa,Granito
4361,245000379.11,30886755.51,30.98,184297.65,Fanerítica,Gabro
4362,61607200.38,35782336.45,53.3,353647.93,Detrítica,Arenisca
4363,173695690.37,58239145.53,52.23,826983.97,Porfídica,Basalto
4364,235753717.8,35298400.54,52.86,753250.64,Intermedia-Gruesa,Granito
4365,227914558.68,25354681.68,49.1,523092.83,Intermedia-Gruesa,Granito
4366,177269788.02,49882568.35,57.66,1070799.9,Porfídica,Basalto
4367,164053739.56,47251412.99,54.17,52974.23,Intermedia-Gruesa,Granito
4368,307244319.24,31447138.23,52.61,282043.74,Afanítica,Andesita
4369,266781771.94,13454090.98,50.56,684768.05,Intermedia-Gruesa,Granito
4370,238330255.17,30318498.72,36.95,346395.38,Fanerítica,Gabro
4371,254076126.04,4596239.97,51.07,485815.51,Intermedia-Gruesa,Granito
4372,256875729.09,29583800.72,38.45,590678.94,Fanerítica,Gabro
4373,177800032.82,27017443.58,52.41,382387.32,Afanítica,Andesita
4374,245169285.46,31256984.07,35.52,316105.58,Fanerítica,Gabro
4375,231994555.93,31673051.38,56.15,613395.39,Intermedia-Gruesa,Granito
4376,231576993.16,29285977.79,34.45,454102.75,Fanerítica,Gabro
4377,141911442.99,51013485.08,38.57,1025950.82,Detrítica,Arenisca
4378,196768876.49,18617457.23,54.79,540617.34,Intermedia-Gruesa,Granito
4379,282639243.89,29315103.77,34.88,315446.44,Fanerítica,Gabro
4380,311958552.36,24454211.08,39.6,277651.99,Afanítica,Andesita
4381,249322767.43,51781094.2,61.18,642436.1,Intermedia-Gruesa,Granito
4382,298704414.39,30061058.82,34.1,-116920.28,Fanerítica,Gabro
4383,138267389.73,9401374.82,55.11,585672.86,Detrítica,Arenisca
4384,238479578.99,30008106.83,32.38,479173.92,Fanerítica,Gabro
4385,273867163.28,28728178.07,33.39,127177.69,Fanerítica,Gabro
4386,162549687.72,15120217.93,53.46,925332.64,Porfídica,Basalto
4387,189543527.67,24433653.95,50.66,372979.95,Afanítica,Andesita
4388,232598944.22,27948858.99,38.47,148842.76,Fanerítica,Gabro
4389,295862806.67,17472803.71,43.54,296775.57,Afanítica,Andesita
4390,91980452.83,39332807.2,29.68,-81777.38,Detrítica,Arenisca
4391,254981955.51,31735546.06,32.32,333199.48,Fanerítica,Gabro
4392,94800979.29,43895265.5,41.13,266421.76,Detrítica,Arenisca
4393,209467685.73,24045953.04,37.99,343967.27,Afanítica,Andesita
4394,282587464.19,29227719.97,51.51,373506.35,Afanítica,Andesita
4395,179910331.86,15920734.44,51.96,788106.62,Intermedia-Gruesa,Granito
4396,272862794.56,31127870.38,37.79,371120.44,Fanerítica,Gabro
4397,167824462.54,50783050.42,51.53,656000.71,Porfídica,Basalto
4398,281426508.8,24282953.24,48.14,341351.49,Afanítica,Andesita
4399,218320537.22,35887198.77,50.95,1102636.59,Porfídica,Basalto
4400,176725974.2,8436920.71,54.29,402404.84,Intermedia-Gruesa,Granito
4401,194356808.56,32327561.02,49.09,408076.03,Porfídica,Basalto
4402,134599149.3,26753689.71,54.39,919014.04,Porfídica,Basalto
4403,233970219.14,13247593.81,47.0,414708.21,Afanítica,Andesita
4404,170720862.89,41973819.51,60.23,620721.96,Intermedia-Gruesa,Granito
4405,189672730.9,43796430.83,59.92,530503.66,Porfídica,Basalto
4406,101815296.64,25939854.35,52.89,526866.58,Detrítica,Arenisca
4407,308048562.91,25513848.15,45.95,313716.98,Afanítica,Andesita
4408,224784761.27,24329541.03,38.34,74137.35,Intermedia-Gruesa,Granito
4409,145041484.57,26636545.05,50.71,510049.89,Intermedia-Gruesa,Granito
4410,126471728.79,66274487.72,48.4,660352.66,Porfídica,Basalto
4411,219903328.26,29962486.15,33.26,591709.09,Fanerítica,Gabro
4412,241209209.67,36582368.09,58.11,560259.23,Intermedia-Gruesa,Granito
4413,219724023.03,39999809.02,47.56,250240.99,Intermedia-Gruesa,Granito
4414,283285363.75,34698991.9,44.21,315353.57,Afanítica,Andesita
4415,103150112.69,40516619.79,39.99,-169117.6,Detrítica,Arenisca
4416,241741631.7,35955935.21,56.82,313090.8,Afanítica,Andesita
4417,205549362.65,-15398892.54,51.83,843313.48,Porfídica,Basalto
4418,329250111.88,29178044.48,37.35,115785.81,Fanerítica,Gabro
4419,137631985.02,27864864.94,56.12,1027454.85,Porfídica,Basalto
4420,149573038.04,21091539.85,53.77,689184.88,Porfídica,Basalto
4421,161481925.07,68188233.14,49.58,891197.43,Porfídica,Basalto
4422,79493608.64,40535399.85,37.94,620495.55,Detrítica,Arenisca
4423,174550263.94,28325143.39,57.03,1303215.12,Porfídica,Basalto
4424,55937120.96,13629397.43,47.76,767609.16,Detrítica,Arenisca
4425,277328668.85,41911375.23,57.55,677069.11,Intermedia-Gruesa,Granito
4426,214512913.85,44551280.42,53.55,751652.35,Porfídica,Basalto
4427,220036345.36,28685029.0,32.2,278678.08,Fanerítica,Gabro
4428,205586272.57,44646601.48,46.93,8082.28,Intermedia-Gruesa,Granito
4429,42488839.78,25363099.34,45.21,600068.22,Detrítica,Arenisca
4430,214098358.44,29087016.03,42.64,243195.82,Afanítica,Andesita
4431,229762115.78,27715766.86,46.63,382723.2,Afanítica,Andesita
4432,165231293.2,36614559.8,61.47,406912.66,Intermedia-Gruesa,Granito
4433,238512034.27,31058101.9,39.27,381564.39,Afanítica,Andesita
4434,147747060.92,70970946.93,53.89,424237.63,Porfídica,Basalto
4435,221078180.96,34179223.63,54.57,318358.23,Intermedia-Gruesa,Granito
4436,163117038.26,37453200.93,58.31,83684.84,Detrítica,Arenisca
4437,238970474.76,39560946.77,52.93,271287.29,Porfídica,Basalto
4438,246340794.54,41714547.09,58.57,1017267.94,Intermedia-Gruesa,Granito
4439,186698248.25,40612649.42,48.39,949137.97,Porfídica,Basalto
4440,258906106.15,43421094.61,46.66,218538.35,Intermedia-Gruesa,Granito
4441,176280744.71,51203830.97,50.66,419364.02,Porfídica,Basalto
4442,198295256.71,28864870.26,34.01,394923.34,Fanerítica,Gabro
4443,54607629.73,22286834.42,28.62,285403.75,Detrítica,Arenisca
4444,164241113.13,45691047.17,50.9,554880.36,Intermedia-Gruesa,Granito
4445,175938865.11,18505756.72,48.7,683876.35,Porfídica,Basalto
4446,215214584.98,15540455.33,46.06,622859.26,Intermedia-Gruesa,Granito
4447,68973707.2,13122546.98,48.9,312405.66,Detrítica,Arenisca
4448,307115771.8,29331296.42,38.34,384158.1,Fanerítica,Gabro
4449,243132275.17,31820603.47,32.28,448260.57,Fanerítica,Gabro
4450,256337814.6,29307604.34,38.06,385232.26,Fanerítica,Gabro
4451,127725813.73,33379762.83,52.18,1283076.83,Porfídica,Basalto
4452,72809628.12,15980270.37,30.27,-265115.7,Detrítica,Arenisca
4453,83678886.11,19494478.78,47.82,-290596.51,Detrítica,Arenisca
4454,135804239.15,36742216.23,34.34,-213619.47,Detrítica,Arenisca
4455,219750346.95,33714226.56,45.83,346772.41,Afanítica,Andesita
4456,225029985.85,29170615.66,35.18,382.06,Fanerítica,Gabro
4457,255921031.14,25144190.35,53.75,369696.59,Afanítica,Andesita
4458,266265313.81,20433220.2,54.7,345855.67,Afanítica,Andesita
4459,250008053.33,27709377.95,34.34,268042.72,Fanerítica,Gabro
4460,106271195.83,31127545.97,45.09,107427.9,Detrítica,Arenisca
4461,155510352.62,68484286.08,50.33,743951.71,Porfídica,Basalto
4462,221649094.7,42096266.13,56.16,784462.51,Porfídica,Basalto
4463,268543266.26,30404331.29,31.81,309152.5,Fanerítica,Gabro
4464,256738884.24,27617461.73,36.6,11753.9,Fanerítica,Gabro
