,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson(Pa),Resistividad,Susceptibilidad(X10⁶)
27382,191504200.18,12333724.75,52.65,Intermedia-Gruesa,Granito,0.41,512534.49,129.79
27383,175248305.16,30086865.21,34.48, foliada,Gneiss,0.34,573810.21,252.07
27384,178659572.61,36157452.82,31.83, foliada,Gneiss,0.08,772102.26,277.43
27385,111891942.94,46142277.78,22.26,Detrítica,Arenisca,0.31,5065.29,265.7
27386,138405616.9,50700467.72,51.15,Porfídica,Basalto,0.31,997502.2,46061.64
27387,188241979.52,49556716.81,48.81,Porfídica,Basalto,0.24,208992.54,31457.09
27388,183725760.57,73630247.12,39.72,Intermedia-Gruesa,Granito,0.11,636814.92,123.34
27389,160728900.07,28873994.28,29.63, foliada,Gneiss,0.09,363789.81,233.09
27390,208165877.38,28967446.58,31.1,Fanerítica,Gabro,0.17,1166067.45,1002.92
27391,178867027.81,33100777.71,38.28, foliada,Gneiss,0.18,357324.5,48.7
27392,89362778.61,18663991.05,41.24,Detrítica,Arenisca,0.16,8523.76,454.7
27393,172711350.52,32877035.48,53.18,Porfídica,Basalto,0.37,704347.57,21809.2
27394,235849040.49,31146618.48,33.59,Fanerítica,Gabro,0.13,646997.48,908.17
27395,257345091.54,31095670.65,34.95,Fanerítica,Gabro,0.18,235817.39,902.72
27396,266406018.31,33608609.12,57.18,Afanítica,Andesita,0.24,3964115.68,18339.4
27397,87526753.41,23302331.56,41.89,Detrítica,Arenisca,0.03,4473.55,397.45
27398,163087489.97,95521486.81,50.6,Porfídica,Basalto,0.35,1233859.09,53839.05
27399,73576068.96,26661510.89,39.48,Detrítica,Arenisca,0.46,6487.6,282.27
27400,219825974.2,29522022.27,35.17,Fanerítica,Gabro,0.13,630821.9,919.36
27401,191139107.94,19028089.32,44.86, foliada,Gneiss,0.26,840014.21,353.09
27402,177164048.13,42771340.71,49.16,Intermedia-Gruesa,Granito,0.31,86009.95,69.41
27403,141532559.25,10435921.47,36.56, foliada,Gneiss,0.22,298576.3,192.04
27404,221798841.42,31106402.76,30.74,Fanerítica,Gabro,0.23,456613.92,742.75
27405,245403783.69,32280122.74,30.34,Fanerítica,Gabro,0.2,920100.05,575.35
27406,194138137.78,54944676.72,40.58, foliada,Gneiss,0.15,562507.13,134.67
27407,194749640.02,34471199.08,31.45, foliada,Gneiss,0.22,209194.49,274.12
27408,224579881.67,11250233.29,47.7,Intermedia-Gruesa,Granito,0.19,898571.28,11.65
27409,186192343.5,66286114.71,48.94,Porfídica,Basalto,0.12,794526.55,32201.37
27410,231445645.37,32425690.39,42.12,Afanítica,Andesita,0.21,6237058.62,17345.62
27411,247400172.08,21226228.9,44.19,Afanítica,Andesita,0.27,2245958.75,25698.29
27412,176810806.38,36428992.52,33.96, foliada,Gneiss,0.07,212540.21,430.43
27413,247695194.86,-4736814.8,44.25,Intermedia-Gruesa,Granito,0.36,371385.35,59.13
27414,179177315.99,60853709.94,58.01,Porfídica,Basalto,0.29,584893.75,46715.54
27415,184570861.33,-8297643.81,46.29,Intermedia-Gruesa,Granito,0.53,288609.12,119.29
27416,189973478.62,37065131.98,28.78, foliada,Gneiss,0.39,373741.89,203.24
27417,292569732.87,30401829.13,33.94,Fanerítica,Gabro,0.18,557339.94,917.36
27418,172229167.39,20756385.53,37.31, foliada,Gneiss,0.41,449318.07,313.1
27419,180563213.06,35293500.17,33.87, foliada,Gneiss,0.01,604763.28,470.61
27420,149556959.94,25948095.4,40.81, foliada,Gneiss,0.29,240777.88,118.24
27421,345186954.69,28966492.14,53.84,Afanítica,Andesita,0.28,8184385.35,26967.62
27422,250816227.39,30895235.28,30.62,Fanerítica,Gabro,0.17,1059362.0,879.17
27423,311823349.86,29574264.33,32.12,Fanerítica,Gabro,0.16,854553.26,722.41
27424,197151021.29,41385641.32,51.55,Porfídica,Basalto,0.34,165840.54,50096.69
27425,105789207.08,33184399.54,50.49,Detrítica,Arenisca,0.31,779.36,286.64
27426,106527668.47,27639343.28,26.51,Detrítica,Arenisca,0.28,3245.03,299.53
27427,156524614.61,31601746.33,47.7,Porfídica,Basalto,0.17,1312066.27,30477.59
27428,188462234.39,29140317.92,42.44,Intermedia-Gruesa,Granito,0.3,520522.09,88.98
27429,184682824.45,13945981.99,57.8,Intermedia-Gruesa,Granito,0.16,350878.81,49.05
27430,204829900.29,29537534.26,39.21,Fanerítica,Gabro,0.17,254792.48,622.01
27431,223788305.04,29060914.95,32.63,Fanerítica,Gabro,0.12,597485.07,957.02
27432,169660135.81,30300621.49,35.98, foliada,Gneiss,0.3,216443.24,323.66
27433,230722094.65,30806716.26,38.33,Fanerítica,Gabro,0.2,681388.48,558.08
27434,158883402.77,65337821.95,50.39,Intermedia-Gruesa,Granito,0.54,445845.63,95.87
27435,161337938.72,-878086.08,55.42,Porfídica,Basalto,0.37,35354.73,41033.21
27436,232218593.67,35886009.82,48.65,Intermedia-Gruesa,Granito,0.43,423460.16,52.57
27437,178633383.73,68753525.44,53.09,Porfídica,Basalto,0.31,602658.6,37699.54
27438,177523601.73,22767701.13,41.12, foliada,Gneiss,0.13,418062.99,352.3
27439,89510543.36,14075989.66,29.87,Detrítica,Arenisca,0.08,4828.54,330.38
27440,328408596.54,27917579.8,43.31,Afanítica,Andesita,0.33,5146049.34,28701.76
27441,198387324.49,26123268.35,49.66,Porfídica,Basalto,0.37,532923.78,49291.31
27442,166477001.79,25967843.31,28.38, foliada,Gneiss,0.37,568721.6,293.86
27443,240966456.47,30322640.7,41.34,Intermedia-Gruesa,Granito,0.0,636132.39,71.89
27444,286164625.41,31052332.82,38.33,Fanerítica,Gabro,0.17,516780.37,729.64
27445,259230435.42,28725244.56,34.75,Fanerítica,Gabro,0.14,394101.34,918.27
27446,232304147.46,29446665.99,39.75,Fanerítica,Gabro,0.11,42355.56,617.21
27447,231518556.76,28933287.36,37.08,Fanerítica,Gabro,0.24,543256.67,391.71
27448,213288552.2,31501277.81,34.14,Fanerítica,Gabro,0.16,456390.13,777.6
27449,181591653.31,17765273.68,35.24, foliada,Gneiss,0.06,710316.63,69.78
27450,207173348.06,33319147.81,45.34,Afanítica,Andesita,0.29,3601315.17,19728.0
27451,262479809.39,32758406.53,35.89,Afanítica,Andesita,0.29,7240471.77,25138.4
27452,167451494.22,38087755.36,38.25, foliada,Gneiss,0.03,259608.16,476.79
27453,173630966.41,30804194.77,21.52, foliada,Gneiss,0.28,481925.26,408.66
27454,186839802.28,15504247.4,36.25, foliada,Gneiss,0.33,709396.41,415.5
27455,187662461.26,36630907.64,33.42, foliada,Gneiss,0.17,580297.78,243.23
27456,137167116.98,15150644.51,40.45, foliada,Gneiss,0.08,362349.65,37.04
27457,257083028.19,29556671.11,34.99,Fanerítica,Gabro,0.16,385462.94,799.4
27458,197267232.13,30251958.94,31.78,Fanerítica,Gabro,0.08,215587.22,378.17
27459,169371280.6,25182758.05,44.69, foliada,Gneiss,0.05,568004.85,333.28
27460,250349177.69,21788984.8,49.27,Intermedia-Gruesa,Granito,0.27,627594.41,145.08
27461,240273088.29,54432360.96,52.76,Porfídica,Basalto,0.39,1090944.59,22369.4
27462,202464042.22,54291400.73,50.35,Porfídica,Basalto,0.23,121104.83,50813.46
27463,256797720.99,33683898.94,43.95,Afanítica,Andesita,0.28,7563720.02,27001.05
27464,162844000.16,33531999.68,47.1,Intermedia-Gruesa,Granito,0.22,250052.72,10.24
27465,257465136.21,31206694.48,34.82,Fanerítica,Gabro,0.1,234614.24,581.86
27466,203151985.85,29409801.97,32.66,Fanerítica,Gabro,0.17,1018266.8,903.93
27467,325660197.58,22020933.53,58.92,Afanítica,Andesita,0.25,6695375.04,22748.73
27468,92553878.26,20366929.75,50.01,Detrítica,Arenisca,0.42,3528.22,454.96
27469,206204955.6,31266363.82,37.27, foliada,Gneiss,0.22,940575.68,434.09
27470,179571355.91,26446346.57,34.39, foliada,Gneiss,0.01,711705.93,352.78
27471,164222488.57,14715449.83,36.74, foliada,Gneiss,0.36,432611.6,272.58
27472,169537018.74,59371219.7,35.41, foliada,Gneiss,0.09,412204.54,246.15
27473,232147703.44,29242015.14,33.95,Fanerítica,Gabro,0.17,976363.3,494.83
27474,197782906.81,27167437.82,31.42, foliada,Gneiss,0.39,864972.88,466.28
27475,189415189.85,30659763.24,29.92,Fanerítica,Gabro,0.1,1176140.02,664.32
27476,235935535.42,31938936.81,34.92,Fanerítica,Gabro,0.16,1229062.62,510.64
27477,221819819.31,31446791.81,36.34,Fanerítica,Gabro,0.19,128466.58,743.59
27478,159452672.09,61577748.87,47.86,Porfídica,Basalto,0.27,560878.46,27047.41
27479,228215314.44,30975433.4,36.09,Fanerítica,Gabro,0.17,567681.49,801.23
27480,213717207.18,29527054.55,30.74,Fanerítica,Gabro,0.21,380079.1,842.12
27481,176599152.17,46008137.49,30.8, foliada,Gneiss,0.03,486235.68,47.45
27482,211775622.19,29525714.26,35.38,Fanerítica,Gabro,0.08,147030.22,1033.39
27483,152682788.59,52916370.58,56.52,Porfídica,Basalto,0.18,455239.41,49979.2
27484,156775439.82,24340475.75,29.41, foliada,Gneiss,0.21,97148.18,493.6
27485,190726953.31,55844498.24,49.34,Intermedia-Gruesa,Granito,0.12,361206.3,115.69
27486,197779098.96,33251798.75,40.56, foliada,Gneiss,0.17,726065.17,402.12
27487,193384769.51,27333716.08,36.9, foliada,Gneiss,0.28,5484.82,551.86
27488,180338733.96,42143043.95,31.51, foliada,Gneiss,0.12,776868.27,251.07
27489,313586085.88,32361086.86,50.92,Afanítica,Andesita,0.34,7358935.07,17331.85
27490,173684647.8,11098375.92,32.01, foliada,Gneiss,0.08,141079.11,304.05
27491,183482906.25,36707366.31,29.8, foliada,Gneiss,0.24,627572.32,84.77
27492,82512571.87,26750906.4,27.48,Detrítica,Arenisca,0.19,1292.96,210.17
27493,239710485.67,28078989.04,36.3,Fanerítica,Gabro,0.18,580351.31,869.95
27494,194849055.32,16726338.52,43.93,Afanítica,Andesita,0.21,7346503.37,12765.9
27495,178500970.34,24767058.24,27.88, foliada,Gneiss,0.17,1032257.91,420.82
27496,169738762.81,46282133.54,33.66, foliada,Gneiss,0.45,349151.55,125.93
27497,176720829.67,23967591.14,46.05, foliada,Gneiss,0.21,571459.98,49.51
27498,254608241.88,29520294.74,33.31,Fanerítica,Gabro,0.11,934343.96,527.07
27499,362439884.76,32277316.71,41.35,Afanítica,Andesita,0.27,7512387.48,28154.61
27500,173244357.94,28660747.18,37.13,Fanerítica,Gabro,0.17,408204.84,471.63
27501,167686492.39,14582723.89,38.92,Detrítica,Arenisca,0.08,1629.29,442.45
27502,203277827.33,51323614.54,47.55,Intermedia-Gruesa,Granito,0.22,712538.12,62.67
27503,196176334.9,10405362.69,32.85, foliada,Gneiss,0.01,341482.27,2.85
27504,204984818.85,28716560.2,35.09,Fanerítica,Gabro,0.21,392027.41,614.28
27505,183305751.46,29480952.19,34.16, foliada,Gneiss,0.15,648539.9,361.56
27506,201830775.7,32644110.79,51.95,Porfídica,Basalto,0.32,399998.03,41744.17
27507,144770267.94,18488415.8,34.13, foliada,Gneiss,0.3,600331.94,136.55
27508,88858340.47,-10417298.24,60.28,Detrítica,Arenisca,0.16,10824.56,299.68
27509,199634735.55,13627761.48,49.71,Intermedia-Gruesa,Granito,0.21,323381.34,95.75
27510,196294895.99,38849678.51,51.78,Intermedia-Gruesa,Granito,0.0,499067.97,61.72
27511,86518880.52,38099899.31,43.06,Detrítica,Arenisca,0.14,5688.4,333.25
27512,168392493.75,71718503.5,55.19,Porfídica,Basalto,0.25,298142.68,45991.83
27513,192788003.84,61904030.97,54.39,Porfídica,Basalto,0.38,1097567.13,32305.22
27514,142058878.81,13800889.79,54.13,Porfídica,Basalto,0.36,255106.55,51992.01
27515,159024075.62,25937602.87,39.68, foliada,Gneiss,0.39,774011.91,411.01
27516,191931940.5,31652001.04,37.92, foliada,Gneiss,0.07,1123966.07,410.01
27517,192868292.4,53330620.19,50.12,Porfídica,Basalto,0.32,18079.66,31497.05
27518,190668800.11,25750026.34,27.32, foliada,Gneiss,0.27,119074.22,341.14
27519,185352762.59,17795347.65,27.57, foliada,Gneiss,0.36,434500.51,274.48
27520,291972306.61,29431114.77,39.09,Fanerítica,Gabro,0.19,674843.18,744.92
27521,172822733.64,12825189.47,33.54, foliada,Gneiss,0.26,890739.35,292.95
27522,165940970.35,19832433.29,36.14, foliada,Gneiss,0.28,895229.62,347.9
27523,225406964.5,32227169.44,51.82,Intermedia-Gruesa,Granito,0.09,160945.19,32.88
27524,260078110.58,30795469.82,35.58,Fanerítica,Gabro,0.11,816869.07,553.17
27525,75472014.02,39964491.72,41.25,Detrítica,Arenisca,0.03,5181.84,451.15
27526,222466008.28,6424313.67,50.26,Intermedia-Gruesa,Granito,0.13,124949.19,44.97
27527,222260266.57,31381340.49,35.15, foliada,Gneiss,0.26,690317.57,85.17
27528,130094784.92,30801456.18,37.96,Fanerítica,Gabro,0.16,420975.41,888.36
27529,186368229.33,17402932.27,37.14, foliada,Gneiss,0.25,142892.51,131.98
27530,182592531.36,20579414.01,37.45, foliada,Gneiss,0.04,252189.07,313.65
27531,220754165.79,29241114.97,35.13,Fanerítica,Gabro,0.19,62139.04,1079.49
27532,192871258.66,43478952.56,48.17,Porfídica,Basalto,0.28,556366.45,24026.1
27533,151311996.43,26545690.98,53.4,Porfídica,Basalto,0.37,1083353.74,33805.88
27534,187471136.98,27606561.83,35.92, foliada,Gneiss,0.39,472847.27,418.8
27535,200915844.18,35999821.42,26.54, foliada,Gneiss,0.2,603772.46,452.03
27536,272715506.36,20043754.17,40.86,Afanítica,Andesita,0.26,6030499.23,23647.62
27537,71817773.45,48300907.8,39.39,Detrítica,Arenisca,0.31,7842.59,217.45
27538,172653937.43,45160730.18,30.61, foliada,Gneiss,0.28,213358.72,163.1
27539,145055631.47,19531295.28,56.13,Porfídica,Basalto,0.18,840080.63,43593.73
27540,257775434.99,41768890.68,35.11,Intermedia-Gruesa,Granito,0.42,623152.18,107.01
27541,188471175.24,4675277.3,60.81,Intermedia-Gruesa,Granito,0.46,225194.23,32.13
27542,120709257.23,34742195.67,24.41,Detrítica,Arenisca,0.28,5697.21,192.62
27543,187606945.66,29603226.8,42.37, foliada,Gneiss,0.2,373743.77,291.33
27544,263376230.83,29678795.21,33.99,Fanerítica,Gabro,0.16,707410.55,858.55
27545,169940321.65,39333466.03,55.3,Intermedia-Gruesa,Granito,0.42,600911.1,21.46
27546,161093266.98,36909764.55,28.3, foliada,Gneiss,0.39,434711.01,470.92
27547,276561607.48,30728075.58,34.75,Fanerítica,Gabro,0.17,612082.08,577.72
27548,131263826.89,18577842.15,37.33,Detrítica,Arenisca,0.18,3603.04,327.41
27549,207264281.38,16101213.78,30.93, foliada,Gneiss,0.31,115349.84,287.56
27550,214226601.57,27523454.84,29.95, foliada,Gneiss,0.34,507912.29,107.5
27551,141343904.1,-6679359.98,33.42,Detrítica,Arenisca,0.36,4867.95,245.02
27552,300698365.64,25215008.29,44.83,Afanítica,Andesita,0.32,4767038.26,21017.55
27553,158226935.91,23294508.68,60.62,Intermedia-Gruesa,Granito,0.05,538796.64,61.86
27554,234509873.34,22852687.72,51.13,Intermedia-Gruesa,Granito,0.02,674105.7,55.9
27555,188409425.83,34855265.61,29.62, foliada,Gneiss,0.26,291413.12,153.01
27556,188394428.97,46464433.24,30.75, foliada,Gneiss,0.21,154902.69,294.6
27557,161024313.97,18033223.48,51.7,Porfídica,Basalto,0.24,124335.96,38019.11
27558,179119695.49,13167873.47,41.14, foliada,Gneiss,0.38,955807.95,387.58
27559,266764654.89,29022039.36,41.52,Afanítica,Andesita,0.28,6429413.4,17855.17
27560,268756114.89,29199198.3,38.6,Fanerítica,Gabro,0.09,558605.16,468.81
27561,181060946.76,22885981.68,51.87,Intermedia-Gruesa,Granito,0.18,701222.66,32.31
27562,197784817.83,39435750.66,39.9,Afanítica,Andesita,0.26,12082969.72,20242.97
27563,236824806.08,30482802.32,41.59,Intermedia-Gruesa,Granito,0.1,956755.92,10.18
27564,149551280.68,19278607.51,35.24, foliada,Gneiss,0.22,320495.28,247.97
27565,139363152.16,21668565.6,34.62, foliada,Gneiss,0.28,465801.02,560.9
27566,289146791.83,27432161.88,37.24,Fanerítica,Gabro,0.21,1221731.01,647.41
27567,139309347.48,13737596.87,26.08,Detrítica,Arenisca,0.14,4654.63,354.93
27568,194785303.14,35364702.71,45.02,Intermedia-Gruesa,Granito,0.08,118984.49,24.69
27569,220625737.92,29389180.98,40.06,Fanerítica,Gabro,0.12,565914.77,1014.82
27570,195623529.96,16621172.56,32.84, foliada,Gneiss,0.04,487435.7,316.73
27571,273790941.76,24309739.19,50.18,Afanítica,Andesita,0.24,9845897.26,23069.63
27572,163932549.3,24496082.09,30.76, foliada,Gneiss,0.37,671208.81,262.97
27573,29154199.62,910372.8,50.35,Detrítica,Arenisca,0.31,4422.71,296.9
27574,270966268.72,23567522.12,48.49,Afanítica,Andesita,0.3,5533688.3,17119.88
27575,201192834.58,23986168.78,41.8, foliada,Gneiss,0.31,772303.63,584.12
27576,185425402.71,35732473.07,53.03,Porfídica,Basalto,0.32,13097.88,31750.67
27577,193795605.86,50712491.97,51.38,Intermedia-Gruesa,Granito,0.48,907883.58,34.18
27578,134362645.52,45083911.44,26.28,Detrítica,Arenisca,0.45,1307.79,528.1
27579,257409925.75,28437340.36,51.29,Intermedia-Gruesa,Granito,0.35,456489.48,56.09
27580,193206987.05,37835949.06,44.97,Afanítica,Andesita,0.29,6138317.3,20898.6
27581,190885711.68,43498867.47,50.75,Porfídica,Basalto,0.3,69381.56,42083.12
27582,747969.69,44002043.3,33.01,Detrítica,Arenisca,0.21,7884.08,197.45
27583,185077367.95,19447126.16,36.42, foliada,Gneiss,0.23,802274.6,350.01
27584,91155546.83,22632741.56,45.53,Detrítica,Arenisca,0.46,696.83,436.42
27585,58803916.3,38110758.06,34.54,Detrítica,Arenisca,0.5,613.75,288.29
27586,105290271.53,20564743.81,39.13,Detrítica,Arenisca,0.06,6337.22,444.7
27587,193499523.92,23839703.81,47.66,Afanítica,Andesita,0.29,3280548.06,24702.71
27588,208417310.09,49546501.9,45.44,Intermedia-Gruesa,Granito,0.24,387636.38,31.21
27589,182489269.93,22289528.23,32.98, foliada,Gneiss,0.38,437698.92,384.41
27590,213409778.75,36249236.58,42.25,Intermedia-Gruesa,Granito,0.13,436589.03,40.24
27591,104403266.13,28450178.65,41.66,Afanítica,Andesita,0.29,4923784.29,11844.59
27592,172589850.9,22118514.38,28.13, foliada,Gneiss,0.34,701133.58,185.3
27593,249299585.85,30048706.76,32.29,Fanerítica,Gabro,0.17,917504.49,853.84
27594,65837238.1,10466702.3,37.54,Detrítica,Arenisca,0.23,8484.53,169.74
27595,194080185.36,6799125.16,51.71,Intermedia-Gruesa,Granito,0.34,345939.0,104.83
27596,124604341.33,15217616.16,36.94, foliada,Gneiss,0.31,154927.46,276.8
27597,323912160.37,25653886.93,47.93,Afanítica,Andesita,0.23,3700835.52,17261.1
27598,161097328.48,37907735.66,28.74, foliada,Gneiss,0.39,635804.88,516.23
27599,341989192.22,28329621.48,48.18,Afanítica,Andesita,0.23,8640151.63,34087.49
27600,199087122.83,32808721.45,29.78, foliada,Gneiss,0.05,643300.43,197.15
27601,185234981.39,21679853.68,31.14, foliada,Gneiss,0.1,518783.64,265.8
27602,172848699.58,19895414.31,30.68, foliada,Gneiss,0.15,824322.51,264.67
27603,209462288.33,87979068.75,59.01,Porfídica,Basalto,0.41,301427.2,45729.79
27604,256807184.38,30100952.35,35.65,Fanerítica,Gabro,0.18,392513.72,1075.36
27605,209147509.42,53784693.08,46.77,Intermedia-Gruesa,Granito,0.13,320047.15,32.84
27606,165843155.81,20815008.16,51.39,Porfídica,Basalto,0.25,950587.34,35275.86
27607,175838095.6,46339716.06,49.62,Intermedia-Gruesa,Granito,0.08,906405.9,131.23
27608,382838183.38,22126447.58,47.74,Afanítica,Andesita,0.3,6738605.63,19917.88
27609,186634391.37,32057249.23,45.82, foliada,Gneiss,0.25,534284.75,228.27
27610,151437323.04,8551471.83,34.1, foliada,Gneiss,0.39,1137396.9,292.19
27611,206620590.42,23881231.09,56.34,Afanítica,Andesita,0.2,1299959.29,18001.89
27612,233545822.41,67312854.47,48.52,Porfídica,Basalto,0.11,661383.15,44212.15
27613,159291218.84,30553766.69,30.87, foliada,Gneiss,0.54,348163.0,291.15
27614,173112694.21,42866870.63,39.02,Intermedia-Gruesa,Granito,0.08,170653.26,100.66
27615,205461766.34,30288237.37,34.74,Fanerítica,Gabro,0.2,186599.72,902.24
27616,174052109.12,41050993.76,28.05, foliada,Gneiss,0.09,591565.51,272.56
27617,174184464.77,24354549.85,53.08,Porfídica,Basalto,0.3,1154681.24,49245.47
27618,223171130.27,34329634.96,54.86,Intermedia-Gruesa,Granito,0.33,279794.89,38.21
27619,183244629.63,14804036.85,46.77,Intermedia-Gruesa,Granito,0.27,650519.54,23.28
27620,206493857.62,43047774.4,56.22,Intermedia-Gruesa,Granito,0.23,793999.45,49.57
27621,213149499.92,14975011.84,54.55,Intermedia-Gruesa,Granito,0.45,943216.4,79.35
27622,187561230.64,35485432.35,34.11, foliada,Gneiss,0.14,605904.58,516.34
27623,195978985.53,39926682.14,67.63,Intermedia-Gruesa,Granito,0.18,741277.68,107.47
27624,214113201.55,69367373.01,48.89,Intermedia-Gruesa,Granito,0.16,987238.78,64.43
27625,93752937.81,21241797.3,43.13,Detrítica,Arenisca,0.42,6808.54,242.87
27626,209383711.33,54058877.97,52.69,Porfídica,Basalto,0.4,470439.38,31965.28
27627,283023889.36,29749734.93,33.78,Fanerítica,Gabro,0.22,876771.69,805.16
27628,174036267.93,45657717.88,44.68,Intermedia-Gruesa,Granito,0.23,403495.53,33.44
27629,179789308.65,35754791.44,29.38, foliada,Gneiss,0.4,677446.63,272.25
27630,301095290.51,29609535.48,36.94,Fanerítica,Gabro,0.17,1016028.31,776.59
27631,171812034.65,44114370.99,37.69,Detrítica,Arenisca,0.11,3167.09,279.82
27632,134480205.77,3689729.32,39.04,Intermedia-Gruesa,Granito,0.37,645172.2,112.34
27633,285008353.89,40777469.13,41.68,Afanítica,Andesita,0.26,6710500.58,17272.65
27634,176427758.6,32234863.76,46.29,Porfídica,Basalto,0.32,1080786.2,38229.69
27635,163436293.02,28848062.87,38.56, foliada,Gneiss,0.13,485577.97,160.46
27636,162274457.18,34530397.93,61.72,Intermedia-Gruesa,Granito,0.25,638646.14,31.77
27637,184698582.27,32954512.86,42.13,Intermedia-Gruesa,Granito,0.64,341205.42,38.85
27638,263615492.23,27173812.02,47.25,Afanítica,Andesita,0.25,3820938.67,22815.52
27639,200660907.52,34422400.73,36.16, foliada,Gneiss,0.2,676359.86,467.61
27640,278016311.49,37255042.35,48.68,Afanítica,Andesita,0.3,6537132.12,18511.06
27641,214695915.01,31100891.4,56.77,Intermedia-Gruesa,Granito,0.24,674884.82,66.94
27642,165010141.57,31913290.25,37.33, foliada,Gneiss,0.28,790072.36,247.48
27643,189632349.42,21205348.15,38.27, foliada,Gneiss,0.09,995596.21,239.44
27644,132344850.84,3537372.06,55.75,Porfídica,Basalto,0.29,944772.26,36865.21
27645,228824214.0,28785444.86,38.27,Fanerítica,Gabro,0.16,1106096.58,735.88
27646,161285837.0,33668334.89,30.19, foliada,Gneiss,0.03,210213.04,341.86
27647,208599441.19,30192251.06,32.73,Fanerítica,Gabro,0.17,102821.97,736.28
27648,156737273.26,33276262.22,48.36,Intermedia-Gruesa,Granito,0.08,172827.4,100.4
27649,156231448.43,39669070.27,55.29,Porfídica,Basalto,0.4,701798.03,36164.31
27650,193183138.54,61341974.49,49.14,Porfídica,Basalto,0.39,214950.08,28165.04
27651,277581302.82,43407724.97,37.84,Intermedia-Gruesa,Granito,0.12,1191780.81,8.76
27652,284550319.76,27095105.01,47.12,Afanítica,Andesita,0.3,4986176.25,11941.86
27653,161000784.92,9118935.01,54.35,Porfídica,Basalto,0.25,1219265.58,33757.86
27654,239582650.33,24800240.21,46.1,Afanítica,Andesita,0.24,400536.85,25453.11
27655,172737511.31,18974685.73,33.68, foliada,Gneiss,0.32,987035.27,376.51
27656,288049970.72,27677942.89,34.17,Fanerítica,Gabro,0.17,317345.99,795.88
27657,188722149.54,29105069.06,36.85,Fanerítica,Gabro,0.2,253621.66,881.56
27658,222608796.66,29413698.42,35.81,Fanerítica,Gabro,0.19,410762.73,673.73
27659,196682543.89,17208728.89,31.8, foliada,Gneiss,0.45,508610.82,58.87
27660,188467595.08,54762438.03,53.15,Porfídica,Basalto,0.13,323755.38,39281.5
27661,144334280.65,28072185.98,50.74,Porfídica,Basalto,0.42,1083441.25,49956.61
27662,179081600.21,24896462.91,33.33, foliada,Gneiss,0.02,847972.32,137.66
27663,195763671.27,38259090.06,45.3, foliada,Gneiss,0.18,404526.25,305.84
27664,185909182.57,15655718.08,32.79, foliada,Gneiss,0.05,140938.03,230.06
27665,216706300.47,50776718.89,56.52,Intermedia-Gruesa,Granito,0.15,417463.53,128.91
27666,184526396.77,26758736.64,30.82, foliada,Gneiss,0.31,436019.6,453.82
27667,188818634.18,73407531.97,50.85,Porfídica,Basalto,0.18,541411.84,39052.3
27668,195920139.36,30008961.37,35.71, foliada,Gneiss,0.57,444968.22,500.54
27669,157615259.75,47561406.53,61.93,Intermedia-Gruesa,Granito,0.45,363666.8,42.61
27670,197922984.4,-1815624.76,52.62,Intermedia-Gruesa,Granito,0.01,249711.78,12.88
27671,203701511.41,18606846.52,34.96, foliada,Gneiss,0.34,204685.15,275.48
27672,211821189.94,-332670.39,52.46,Porfídica,Basalto,0.4,959669.56,32948.62
27673,192008407.27,62697106.47,49.19,Porfídica,Basalto,0.38,544317.73,56065.86
27674,243091592.63,55406038.05,55.75,Porfídica,Basalto,0.21,1011344.14,28863.94
27675,248532434.46,31215844.23,29.99,Fanerítica,Gabro,0.2,100876.46,780.7
27676,189072404.78,14128802.61,33.2, foliada,Gneiss,0.03,229959.31,295.75
27677,277122868.86,30036022.15,34.21,Fanerítica,Gabro,0.16,628889.12,668.49
27678,71361701.5,49524392.93,42.38,Detrítica,Arenisca,0.31,698.79,298.93
27679,241587175.88,17418596.98,40.02,Afanítica,Andesita,0.3,2105916.11,25759.0
27680,233353072.61,29153523.34,34.3,Fanerítica,Gabro,0.16,646817.32,976.75
27681,198945704.19,37392084.27,30.95, foliada,Gneiss,0.31,87952.52,513.03
27682,191668690.88,12106043.03,43.9, foliada,Gneiss,0.21,174984.24,265.65
27683,262538975.39,44943692.94,48.94,Afanítica,Andesita,0.24,6677365.27,35498.05
27684,211008377.44,55538487.47,51.3,Intermedia-Gruesa,Granito,0.26,891006.01,69.87
27685,270261003.72,23958763.8,46.41,Afanítica,Andesita,0.24,10042382.64,25593.2
27686,202085704.0,17417470.5,45.74,Afanítica,Andesita,0.23,5143264.03,22263.17
27687,178151304.91,22390845.88,40.25, foliada,Gneiss,0.61,1035540.08,350.34
27688,303645268.84,25456620.82,48.67,Afanítica,Andesita,0.19,4303745.82,21071.75
27689,259923189.99,29369674.75,35.17,Fanerítica,Gabro,0.16,323728.35,1112.89
27690,271385979.51,28478221.5,36.83,Fanerítica,Gabro,0.14,768327.63,1138.48
27691,203567446.51,49260125.52,51.33,Porfídica,Basalto,0.38,284354.71,37138.78
27692,233265712.97,12780321.03,42.85,Intermedia-Gruesa,Granito,0.4,535318.37,31.16
27693,269722666.97,31964066.68,36.64,Fanerítica,Gabro,0.17,1283307.45,696.74
27694,227691952.29,20782133.77,52.08,Intermedia-Gruesa,Granito,0.01,1216733.41,61.1
27695,202678996.86,18323213.11,32.8, foliada,Gneiss,0.04,969957.43,385.51
