,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson,Resistividad,Susceptibilidad
27494,180099881.14,15831672.83,42.88, foliada,Gneiss,0.37,240373.36,0.0
27495,142805595.11,35697942.45,50.49,Intermedia-Gruesa,Granito,0.43,823916.75,0.0
27496,197369930.23,12184921.52,38.01, foliada,Gneiss,0.08,31629.89,0.0
27497,196112231.29,31738910.79,34.3, foliada,Gneiss,0.46,723488.72,0.0
27498,153791781.37,17425407.55,41.93, foliada,Gneiss,0.49,61934.53,0.0
27499,193320157.95,27893192.16,38.04, foliada,Gneiss,0.17,208535.4,0.0
27500,201721409.5,30136665.82,36.15,Fanerítica,Gabro,0.18,559850.75,0.0
27501,114982724.97,16192109.96,59.92,Detrítica,Arenisca,0.28,4671.72,0.0
27502,146967344.17,50711620.71,51.78,Porfídica,Basalto,0.23,934484.68,0.03
27503,221020123.24,29048106.03,36.3,Fanerítica,Gabro,0.22,1364328.47,0.0
27504,73591341.6,42256964.98,49.19,Detrítica,Arenisca,0.09,7479.91,0.0
27505,314610920.71,28848222.21,36.64,Fanerítica,Gabro,0.23,142482.36,0.0
27506,242918340.48,29666422.14,34.65,Fanerítica,Gabro,0.2,788100.85,0.0
27507,253315752.55,29487917.26,35.66,Fanerítica,Gabro,0.21,511070.74,0.0
27508,203195207.06,31067584.65,36.51,Fanerítica,Gabro,0.19,30786.97,0.0
27509,134510691.84,21179055.73,42.09, foliada,Gneiss,0.09,218477.03,0.0
27510,171744825.15,22897393.75,39.41, foliada,Gneiss,0.3,565453.76,0.0
27511,182586131.34,13536333.28,46.89,Intermedia-Gruesa,Granito,0.35,449468.35,0.0
27512,136592872.1,12059381.26,32.37, foliada,Gneiss,0.32,563734.63,0.0
27513,186839396.82,48723648.12,49.86,Porfídica,Basalto,0.02,664275.59,0.06
27514,95884647.16,20596472.23,54.59,Detrítica,Arenisca,0.26,3584.27,0.0
27515,190294493.5,24082737.37,43.26,Afanítica,Andesita,0.25,462603.63,0.03
27516,162731062.04,26922787.51,30.25, foliada,Gneiss,0.27,310482.74,0.0
27517,209034423.16,77034871.76,52.88,Porfídica,Basalto,0.28,685043.5,0.04
27518,181054420.47,9104758.27,40.31, foliada,Gneiss,0.24,260504.66,0.0
27519,278583316.9,31714920.2,47.95,Afanítica,Andesita,0.19,8227105.82,0.02
27520,73769468.52,35712054.47,54.38,Detrítica,Arenisca,0.19,6318.04,0.0
27521,205428952.4,55454726.98,25.09, foliada,Gneiss,0.3,417880.53,0.0
27522,250919371.17,27733914.13,36.54,Fanerítica,Gabro,0.15,1356496.82,0.0
27523,208654638.07,53706344.68,52.66,Porfídica,Basalto,0.3,827819.43,0.04
27524,166352589.51,37016884.67,34.51, foliada,Gneiss,0.36,297643.4,0.0
27525,235408081.36,30264615.74,33.91,Fanerítica,Gabro,0.14,632018.22,0.0
27526,207464374.13,29084022.8,31.59,Fanerítica,Gabro,0.18,935217.66,0.0
27527,165718174.26,55936279.5,57.33,Intermedia-Gruesa,Granito,0.44,865690.2,0.0
27528,144675524.02,39863508.33,56.75,Intermedia-Gruesa,Granito,0.06,557501.62,0.0
27529,241733640.19,29084104.76,36.5,Fanerítica,Gabro,0.07,296465.6,0.0
27530,101129983.43,34695719.06,41.62,Detrítica,Arenisca,0.26,3247.82,0.0
27531,195987556.7,17862334.23,50.53,Porfídica,Basalto,0.35,1132541.05,0.02
27532,211016714.78,28939499.47,27.84, foliada,Gneiss,0.3,1210424.27,0.0
27533,278154884.86,28229751.04,53.85,Intermedia-Gruesa,Granito,0.42,281905.05,0.0
27534,199001338.11,32394685.15,56.09,Intermedia-Gruesa,Granito,0.38,634707.7,0.0
27535,266722518.09,29309702.76,34.28,Fanerítica,Gabro,0.18,459412.64,0.0
27536,182156840.76,32237986.52,47.64,Porfídica,Basalto,0.18,337036.07,0.02
27537,247072422.43,30218271.76,31.61,Fanerítica,Gabro,0.28,920425.89,0.0
27538,166670117.1,30748300.2,40.23, foliada,Gneiss,0.09,542186.35,0.0
27539,278974730.15,29431747.7,35.25,Fanerítica,Gabro,0.11,328252.26,0.0
27540,286470885.66,40936177.83,53.13,Afanítica,Andesita,0.26,5328386.85,0.02
27541,259457249.77,29348515.92,31.46,Fanerítica,Gabro,0.16,981627.04,0.0
27542,152410262.69,43129268.37,53.26,Porfídica,Basalto,0.26,170880.36,0.03
27543,28844110.91,22700344.9,41.59,Detrítica,Arenisca,0.35,3285.11,0.0
27544,175089820.17,22813122.1,36.04, foliada,Gneiss,0.17,483861.21,0.0
27545,194614972.97,22689527.22,51.86,Porfídica,Basalto,0.2,481195.74,0.06
27546,146454549.68,20188897.35,30.28, foliada,Gneiss,0.31,355412.01,0.0
27547,103421373.4,43449358.93,55.66,Porfídica,Basalto,0.46,567259.87,0.04
27548,194411388.0,48918816.7,49.94,Porfídica,Basalto,0.33,146412.53,0.04
27549,175311719.73,38811091.32,53.66,Intermedia-Gruesa,Granito,0.16,832478.73,0.0
27550,195848853.54,3332123.73,28.65, foliada,Gneiss,0.07,424280.75,0.0
27551,179030475.82,75277778.01,49.99,Porfídica,Basalto,0.32,119030.45,0.03
27552,128905087.26,43450842.57,55.31,Intermedia-Gruesa,Granito,0.34,140844.45,0.0
27553,115755397.08,3712208.8,47.23,Detrítica,Arenisca,0.15,3470.08,0.0
27554,219145072.5,49051828.3,41.89,Intermedia-Gruesa,Granito,0.05,465746.51,0.0
27555,152425901.96,28685071.05,35.21, foliada,Gneiss,0.03,903245.95,0.0
27556,272806821.08,30329907.63,40.92,Afanítica,Andesita,0.32,4076475.18,0.01
27557,142790062.38,19489681.94,52.05,Porfídica,Basalto,0.3,181146.81,0.04
27558,275815946.8,28241573.4,45.85,Afanítica,Andesita,0.3,6723054.66,0.02
27559,225594645.65,31463007.14,63.18,Intermedia-Gruesa,Granito,0.17,452936.64,0.0
27560,173304670.1,-7886472.22,45.04,Intermedia-Gruesa,Granito,0.37,888849.62,0.0
27561,258705475.14,47980882.83,53.59,Intermedia-Gruesa,Granito,0.13,353084.34,0.0
27562,250109440.7,39500375.73,52.1,Intermedia-Gruesa,Granito,0.32,576382.57,0.0
27563,219529396.64,63715826.67,56.65,Porfídica,Basalto,0.29,600469.79,0.05
27564,168569497.04,37755007.12,52.01,Afanítica,Andesita,0.25,7358476.99,0.01
27565,202293687.74,30290210.78,31.97,Fanerítica,Gabro,0.1,8293.24,0.0
27566,169857403.47,17399030.61,31.52, foliada,Gneiss,0.2,687883.15,0.0
27567,228432756.33,31020403.4,36.79,Fanerítica,Gabro,0.16,122452.56,0.0
27568,207160261.0,23267254.9,48.09,Intermedia-Gruesa,Granito,0.02,735469.24,0.0
27569,173520076.16,27105232.3,53.55,Porfídica,Basalto,0.42,346946.06,0.05
27570,204579875.08,47770467.18,51.58,Porfídica,Basalto,0.24,340419.69,0.02
27571,218263464.48,30704203.77,36.15,Fanerítica,Gabro,0.19,430957.65,0.0
27572,192301828.87,29905287.08,34.25,Fanerítica,Gabro,0.2,17690.04,0.0
27573,88594264.95,17670553.22,36.27,Detrítica,Arenisca,0.27,8125.42,0.0
27574,252367999.26,29067749.8,36.91,Fanerítica,Gabro,0.15,227270.96,0.0
27575,199246929.89,28697738.29,35.03,Fanerítica,Gabro,0.13,217832.03,0.0
27576,211568885.65,17920237.11,26.17, foliada,Gneiss,0.52,541243.56,0.0
27577,204054600.69,15526155.91,48.57,Intermedia-Gruesa,Granito,0.12,512327.1,0.0
27578,168413433.96,26543065.03,40.98, foliada,Gneiss,0.06,251773.42,0.0
27579,247260620.1,34815862.53,48.25,Intermedia-Gruesa,Granito,0.24,315442.54,0.0
27580,188474181.08,36968909.09,34.29, foliada,Gneiss,0.42,819390.38,0.0
27581,227768643.97,29863853.58,35.63,Fanerítica,Gabro,0.11,1206324.75,0.0
27582,206763471.95,63992598.68,53.08,Porfídica,Basalto,0.27,458945.44,0.05
27583,176964824.27,31507518.39,60.81,Intermedia-Gruesa,Granito,0.57,305547.51,0.0
27584,182226580.68,36220693.48,36.0, foliada,Gneiss,0.04,602558.46,0.0
27585,61179843.42,40747279.5,39.73,Detrítica,Arenisca,0.45,4379.95,0.0
27586,268062527.88,63537631.56,56.12,Porfídica,Basalto,0.5,19406.06,0.02
27587,91163957.29,24972303.16,35.54,Detrítica,Arenisca,0.5,844.18,0.0
27588,46287580.37,19180426.25,39.94,Detrítica,Arenisca,0.61,4123.47,0.0
27589,203743571.9,28570529.81,28.11, foliada,Gneiss,0.12,88386.54,0.0
27590,203724903.22,51666882.94,29.27, foliada,Gneiss,0.14,437804.3,0.0
27591,207760020.15,27148790.04,23.71, foliada,Gneiss,0.14,465958.22,0.0
27592,236100977.88,31296974.19,35.54,Fanerítica,Gabro,0.11,266792.21,0.0
27593,160556563.48,16744774.21,49.72,Porfídica,Basalto,0.39,379322.54,0.01
27594,179013092.34,27972281.92,33.97, foliada,Gneiss,0.11,392986.52,0.0
27595,255740288.31,30790098.63,58.99,Intermedia-Gruesa,Granito,0.39,95371.12,0.0
27596,163528728.88,39139982.79,36.86, foliada,Gneiss,0.4,132354.84,0.0
27597,167348895.71,41790710.7,44.31,Intermedia-Gruesa,Granito,0.17,752992.68,0.0
27598,204834715.85,12206540.62,55.15,Porfídica,Basalto,0.32,1030106.69,0.06
27599,315580236.41,31295693.28,33.22,Fanerítica,Gabro,0.15,190423.65,0.0
27600,195295444.25,41328209.4,34.43, foliada,Gneiss,0.28,483779.31,0.0
27601,257041628.1,40001586.2,44.1,Intermedia-Gruesa,Granito,0.37,540666.2,0.0
27602,209886065.9,36286727.14,55.54,Intermedia-Gruesa,Granito,0.56,897960.21,0.0
27603,195578770.13,3876169.86,36.39, foliada,Gneiss,0.25,504873.91,0.0
27604,205427981.29,37656362.6,51.24,Porfídica,Basalto,0.22,511450.63,0.04
27605,199684468.8,22388378.9,33.82, foliada,Gneiss,0.08,451573.74,0.0
27606,228597624.29,29280520.1,33.92,Fanerítica,Gabro,0.2,361576.21,0.0
27607,134266419.24,35682406.33,45.3,Intermedia-Gruesa,Granito,0.42,804868.33,0.0
27608,196890849.71,49102416.55,50.46,Intermedia-Gruesa,Granito,0.26,633925.69,0.0
27609,247895174.55,27276460.99,44.92,Afanítica,Andesita,0.3,6045273.48,0.02
27610,169618214.64,-394566.81,50.93,Intermedia-Gruesa,Granito,0.26,367576.23,0.0
27611,173972356.95,6687321.01,36.81, foliada,Gneiss,0.4,871455.52,0.0
27612,87623851.89,2119565.38,48.97,Detrítica,Arenisca,0.06,6674.95,0.0
27613,236295263.28,31148744.41,56.25,Intermedia-Gruesa,Granito,0.03,630004.4,0.0
27614,265142129.64,29244808.13,45.38,Afanítica,Andesita,0.29,3341275.45,0.02
27615,255226340.92,30365017.89,31.43,Fanerítica,Gabro,0.18,590795.81,0.0
27616,110918974.51,30521257.82,43.32,Detrítica,Arenisca,0.2,6182.48,0.0
27617,155209909.38,68223251.13,57.38,Porfídica,Basalto,0.28,740189.44,0.04
27618,235307888.62,28657148.26,40.09,Fanerítica,Gabro,0.14,570515.28,0.0
27619,190112743.8,63487763.13,52.5,Intermedia-Gruesa,Granito,0.3,679368.76,0.0
27620,189703597.89,27021401.14,31.38, foliada,Gneiss,0.21,535883.0,0.0
27621,196948442.89,26398796.67,29.48, foliada,Gneiss,0.11,438686.84,0.0
27622,159384359.25,22458607.95,46.86,Porfídica,Basalto,0.34,604767.81,0.06
27623,163909320.2,82570276.24,53.1,Porfídica,Basalto,0.4,309420.02,0.03
27624,301479202.51,23671009.77,44.59,Afanítica,Andesita,0.26,1916473.78,0.03
27625,229985247.48,25270536.66,56.74,Intermedia-Gruesa,Granito,0.05,512396.95,0.0
27626,141143199.03,11526901.77,39.8,Detrítica,Arenisca,0.05,1114.0,0.0
27627,183047096.44,27470909.21,32.46, foliada,Gneiss,0.2,166332.27,0.0
27628,226778576.28,28284801.73,30.87,Fanerítica,Gabro,0.18,1125763.26,0.0
27629,97866566.46,19229332.19,26.38,Detrítica,Arenisca,0.05,7365.72,0.0
27630,140905922.19,57369798.45,51.59,Porfídica,Basalto,0.39,612084.86,0.05
27631,260142868.49,27034238.19,53.87,Intermedia-Gruesa,Granito,0.16,120412.92,0.0
27632,191601248.33,-1400440.85,48.49,Intermedia-Gruesa,Granito,0.16,280714.46,0.0
27633,215007777.96,48093937.57,36.52, foliada,Gneiss,0.02,593308.94,0.0
27634,168231355.4,39030296.73,50.99,Porfídica,Basalto,0.44,508158.23,0.04
27635,206154095.89,42550583.35,50.7,Intermedia-Gruesa,Granito,0.39,61844.42,0.0
27636,86066435.68,6915718.19,32.7,Detrítica,Arenisca,0.31,2495.88,0.0
27637,224633564.71,45473664.22,65.28,Intermedia-Gruesa,Granito,0.07,1236513.62,0.0
27638,101633307.54,19286772.81,32.12,Detrítica,Arenisca,0.24,856.73,0.0
27639,177406853.15,19738039.76,35.71, foliada,Gneiss,0.17,709303.58,0.0
27640,230650708.25,29050960.19,58.27,Intermedia-Gruesa,Granito,0.19,512451.08,0.0
27641,139100700.0,57641085.6,52.98,Porfídica,Basalto,0.15,501332.59,0.04
27642,53726546.63,28027058.9,50.7,Detrítica,Arenisca,0.26,3463.0,0.0
27643,152587855.13,56339197.5,58.33,Intermedia-Gruesa,Granito,0.27,943193.92,0.0
27644,152884204.02,48626475.16,28.64, foliada,Gneiss,0.2,447663.88,0.0
27645,199575447.58,37232991.06,46.72,Intermedia-Gruesa,Granito,0.13,505317.24,0.0
27646,242911503.33,29518227.01,30.77,Fanerítica,Gabro,0.07,770107.84,0.0
27647,142463008.1,19841028.22,38.4,Detrítica,Arenisca,0.21,7465.18,0.0
27648,28000777.25,32383468.95,39.88,Detrítica,Arenisca,0.38,6397.75,0.0
27649,154511384.37,18225275.34,33.33, foliada,Gneiss,0.25,436201.39,0.0
27650,215947108.74,31287090.11,38.94,Intermedia-Gruesa,Granito,0.24,409765.05,0.0
27651,182473426.2,31576417.18,34.27, foliada,Gneiss,0.14,696754.23,0.0
27652,60334831.56,1237898.57,38.29,Detrítica,Arenisca,0.35,4008.63,0.0
27653,212459584.71,29137703.85,45.96,Intermedia-Gruesa,Granito,0.16,276562.14,0.0
27654,200074021.36,34649167.04,47.31,Intermedia-Gruesa,Granito,0.48,202658.35,0.0
27655,176756314.98,28186575.52,30.18, foliada,Gneiss,0.13,729973.85,0.0
27656,218780242.11,26867363.34,44.53,Intermedia-Gruesa,Granito,0.18,790703.39,0.0
27657,232527710.15,67212373.37,46.98,Intermedia-Gruesa,Granito,0.37,387441.29,0.0
27658,187868283.03,28744492.51,35.81, foliada,Gneiss,0.3,671891.35,0.0
27659,82060978.31,28591997.82,34.81,Detrítica,Arenisca,0.26,614.43,0.0
27660,274322722.61,28250462.21,34.67,Fanerítica,Gabro,0.09,708283.01,0.0
27661,145732408.23,14031734.75,34.48, foliada,Gneiss,0.25,689610.98,0.0
27662,276094350.88,28666231.33,35.02,Fanerítica,Gabro,0.22,1176528.41,0.0
27663,217301412.41,24080609.21,50.11,Intermedia-Gruesa,Granito,0.31,257721.47,0.0
27664,286783957.96,33343813.35,45.72,Afanítica,Andesita,0.24,6377623.86,0.02
27665,-4465483.28,4897828.24,39.47,Detrítica,Arenisca,0.14,7206.01,0.0
27666,88874558.31,17482261.22,21.61,Detrítica,Arenisca,0.02,2305.52,0.0
27667,271778422.51,29997481.79,35.18,Fanerítica,Gabro,0.16,44488.98,0.0
27668,36461854.74,55392204.01,50.04,Detrítica,Arenisca,0.22,5727.88,0.0
27669,162296030.82,44833479.09,36.53, foliada,Gneiss,0.28,629364.78,0.0
27670,178924304.16,27918958.01,28.71, foliada,Gneiss,0.07,746464.52,0.0
27671,174351913.37,44189445.83,49.82,Porfídica,Basalto,0.38,374361.99,0.04
27672,175885511.5,33985839.94,53.85,Intermedia-Gruesa,Granito,0.24,375332.33,0.0
27673,216492588.03,28611128.62,34.05,Fanerítica,Gabro,0.1,511820.27,0.0
27674,91871190.6,-3370646.13,54.13,Detrítica,Arenisca,0.47,4801.42,0.0
27675,183870778.14,28284197.91,54.98,Intermedia-Gruesa,Granito,0.14,476935.24,0.0
27676,201867336.89,31120509.45,39.35,Afanítica,Andesita,0.32,1669374.12,0.02
27677,98606569.32,13108205.49,39.59,Detrítica,Arenisca,0.01,487.4,0.0
27678,191199607.96,33218140.23,29.38, foliada,Gneiss,0.13,333901.43,0.0
27679,176078920.33,27346740.16,39.49, foliada,Gneiss,0.07,373131.21,0.0
27680,203121405.24,31634714.02,54.74,Intermedia-Gruesa,Granito,0.56,518471.14,0.0
27681,249396341.64,27414583.84,34.56,Fanerítica,Gabro,0.12,196762.99,0.0
27682,235057844.11,19973379.73,54.28,Afanítica,Andesita,0.3,454140.64,0.02
27683,283674160.92,29913948.43,33.3,Fanerítica,Gabro,0.18,978646.23,0.0
27684,266541870.76,30516472.81,34.46,Fanerítica,Gabro,0.23,579725.3,0.0
27685,231244570.03,37929416.41,44.5,Intermedia-Gruesa,Granito,0.14,44484.48,0.0
27686,90515858.4,12968560.26,40.02,Detrítica,Arenisca,0.4,4952.7,0.0
27687,193788958.38,43891378.75,37.18, foliada,Gneiss,0.07,1079663.99,0.0
27688,169965365.24,32732502.57,37.91, foliada,Gneiss,0.02,779713.13,0.0
27689,174023672.99,6524095.74,38.94,Detrítica,Arenisca,0.27,1875.16,0.0
27690,187628260.45,36017422.61,33.91, foliada,Gneiss,0.46,433091.16,0.0
27691,195254320.92,27191286.58,37.43, foliada,Gneiss,0.29,748377.96,0.0
27692,198465981.05,48990777.19,48.71,Porfídica,Basalto,0.24,117467.46,0.05
27693,257721318.52,30220175.25,37.06,Fanerítica,Gabro,0.17,429597.65,0.0
27694,221875779.97,30459551.43,39.96,Fanerítica,Gabro,0.15,384822.43,0.0
27695,239862356.18,41529514.06,51.91,Porfídica,Basalto,0.25,781215.31,0.06
27696,199733565.06,20521676.8,42.1,Afanítica,Andesita,0.31,2361383.57,0.02
27697,200120529.7,4856656.52,49.16,Intermedia-Gruesa,Granito,0.13,487722.79,0.0
27698,213795986.02,24578550.75,32.72, foliada,Gneiss,0.42,42063.02,0.0
27699,149943882.35,32373992.38,52.07,Porfídica,Basalto,0.37,42245.34,0.05
27700,186072845.84,16159507.83,54.59,Porfídica,Basalto,0.3,134409.61,0.05
27701,98682709.15,21436061.29,64.38,Detrítica,Arenisca,0.33,6213.16,0.0
27702,141715692.04,19542893.86,38.84, foliada,Gneiss,0.12,587390.9,0.0
27703,176749510.61,20460516.79,52.29,Porfídica,Basalto,0.61,392497.41,0.03
27704,147476238.19,37440079.04,19.18,Detrítica,Arenisca,0.46,3371.73,0.0
27705,153301282.21,55091643.34,52.54,Porfídica,Basalto,0.33,459530.83,0.05
27706,189053840.94,34025766.27,54.31,Intermedia-Gruesa,Granito,0.21,86783.13,0.0
27707,195535092.73,37521142.35,55.48,Porfídica,Basalto,0.35,382468.64,0.06
27708,168686506.33,40148161.71,43.74,Intermedia-Gruesa,Granito,0.41,790927.99,0.0
27709,236555827.68,32078324.02,34.9,Fanerítica,Gabro,0.16,392370.67,0.0
27710,171835934.7,30608982.93,39.55, foliada,Gneiss,0.3,885128.04,0.0
27711,177553642.86,29644096.91,35.49,Fanerítica,Gabro,0.14,133662.67,0.0
27712,195624172.61,32402686.69,37.33, foliada,Gneiss,0.05,532516.95,0.0
27713,165552777.49,41593174.66,35.57, foliada,Gneiss,0.5,657216.29,0.0
27714,199295732.95,31512714.98,36.92,Fanerítica,Gabro,0.07,452120.83,0.0
27715,172262767.84,39211445.11,39.29, foliada,Gneiss,0.44,568938.08,0.0
27716,246216591.33,29595849.71,37.83,Afanítica,Andesita,0.21,3273397.88,0.01
27717,188738241.61,34778834.46,44.39,Intermedia-Gruesa,Granito,0.44,217046.28,0.0
27718,165255493.19,24182664.57,50.3,Porfídica,Basalto,0.44,326268.46,0.05
27719,236090431.32,25166390.1,50.13,Porfídica,Basalto,0.24,1113218.71,0.04
27720,198028058.58,34199471.08,37.67, foliada,Gneiss,0.09,494746.89,0.0
27721,187369577.81,45709827.91,29.93, foliada,Gneiss,0.27,834674.53,0.0
27722,231041316.45,30499698.53,33.31,Fanerítica,Gabro,0.19,771756.8,0.0
27723,196765608.87,35191891.1,41.32,Intermedia-Gruesa,Granito,0.3,885995.3,0.0
27724,164958446.79,32073677.06,49.72, foliada,Gneiss,0.06,209633.97,0.0
27725,165180103.5,36314509.35,37.6, foliada,Gneiss,0.01,555801.15,0.0
27726,81532850.19,21017275.95,42.58,Detrítica,Arenisca,0.23,2891.78,0.0
27727,221964286.91,29436930.03,34.93,Fanerítica,Gabro,0.2,195413.1,0.0
27728,202483582.74,39748770.02,55.0,Intermedia-Gruesa,Granito,0.05,465826.21,0.0
27729,125392688.7,18322909.31,44.66,Detrítica,Arenisca,0.22,2524.89,0.0
27730,231021964.6,28252918.14,34.98,Fanerítica,Gabro,0.11,351251.55,0.0
27731,291598045.33,36078428.88,38.78,Afanítica,Andesita,0.27,4323826.24,0.02
27732,216231364.5,42687816.56,48.4,Intermedia-Gruesa,Granito,0.33,796437.22,0.0
27733,111937727.5,7614656.51,37.86,Detrítica,Arenisca,0.15,1769.53,0.0
27734,208135053.98,41628669.26,35.84, foliada,Gneiss,0.19,149331.68,0.0
27735,167973702.35,45784055.3,32.94, foliada,Gneiss,0.13,228358.28,0.0
27736,166930311.36,10493181.06,30.6, foliada,Gneiss,0.09,260214.77,0.0
27737,271374579.78,28653794.75,40.39,Fanerítica,Gabro,0.12,346655.54,0.0
27738,231646013.43,32142632.7,33.35,Fanerítica,Gabro,0.11,99487.18,0.0
27739,201888553.07,46213990.1,47.69,Intermedia-Gruesa,Granito,0.06,207870.91,0.0
27740,169913952.21,26260525.48,52.07,Intermedia-Gruesa,Granito,0.22,460905.81,0.0
27741,206944405.96,28425297.63,40.33,Fanerítica,Gabro,0.15,219292.79,0.0
27742,228386688.59,46469701.67,51.77,Porfídica,Basalto,0.33,810630.53,0.04
27743,231262797.13,41515854.44,43.65,Intermedia-Gruesa,Granito,0.13,132495.65,0.0
27744,345303146.06,33275677.24,43.0,Afanítica,Andesita,0.25,5075712.86,0.03
27745,185615363.73,49861091.69,51.24,Intermedia-Gruesa,Granito,0.23,423255.08,0.0
27746,160098125.7,13292395.81,37.75, foliada,Gneiss,0.04,313135.36,0.0
27747,171432551.87,34031294.71,23.17, foliada,Gneiss,0.25,599816.29,0.0
27748,230139891.16,51684404.74,57.05,Intermedia-Gruesa,Granito,0.29,667337.54,0.0
27749,206705237.72,28416522.67,48.45,Afanítica,Andesita,0.2,7693560.51,0.02
27750,168961688.74,26400128.89,58.23,Intermedia-Gruesa,Granito,0.14,305767.08,0.0
27751,227398545.68,60861155.58,41.9,Intermedia-Gruesa,Granito,0.32,590000.49,0.0
27752,184472719.54,47692455.5,52.29,Intermedia-Gruesa,Granito,0.34,879314.59,0.0
27753,156539198.08,30194569.79,33.07, foliada,Gneiss,0.36,324556.41,0.0
27754,193559586.47,38382378.58,53.11,Intermedia-Gruesa,Granito,0.26,105923.93,0.0
27755,238342567.67,40404876.93,51.45,Intermedia-Gruesa,Granito,0.01,767409.62,0.0
27756,177867836.4,44583795.49,52.99,Porfídica,Basalto,0.3,486142.03,0.04
27757,199356647.83,9106819.23,50.73,Intermedia-Gruesa,Granito,0.25,152476.75,0.0
27758,215126337.03,33942150.45,36.78, foliada,Gneiss,0.24,644068.09,0.0
27759,288268155.2,31582364.16,33.34,Fanerítica,Gabro,0.19,595937.53,0.0
27760,275829684.22,29894027.35,32.74,Fanerítica,Gabro,0.16,1163673.69,0.0
27761,187720783.3,1437227.81,23.46, foliada,Gneiss,0.15,651276.77,0.0
27762,214848653.42,29116512.75,32.27,Fanerítica,Gabro,0.18,984379.4,0.0
27763,222519290.47,29580683.12,34.06,Fanerítica,Gabro,0.13,539460.36,0.0
27764,188537800.9,36915921.88,34.43, foliada,Gneiss,0.41,463418.63,0.0
27765,195121086.92,31318181.06,29.8, foliada,Gneiss,0.15,421760.19,0.0
27766,199426937.17,8167447.33,32.46, foliada,Gneiss,0.41,515563.14,0.0
27767,178386095.7,36185279.62,38.13, foliada,Gneiss,0.32,630238.06,0.0
27768,167340659.58,21887758.83,28.27, foliada,Gneiss,0.2,460407.33,0.0
27769,45689169.21,37265503.7,50.08,Detrítica,Arenisca,0.37,4325.24,0.0
27770,101717095.32,17009300.62,35.55,Detrítica,Arenisca,0.22,7264.48,0.0
27771,222292873.68,36290675.8,50.26,Porfídica,Basalto,0.31,752832.95,0.03
27772,247585276.29,25925204.84,38.53,Afanítica,Andesita,0.28,6611790.41,0.02
27773,238123205.76,29732978.74,35.52,Fanerítica,Gabro,0.13,903502.4,0.0
27774,142068515.47,42501194.67,36.2,Detrítica,Arenisca,0.16,3548.89,0.0
27775,230674655.97,37322133.68,45.15,Intermedia-Gruesa,Granito,0.01,418860.58,0.0
27776,247859664.33,28869648.64,33.27,Fanerítica,Gabro,0.19,122850.09,0.0
27777,161255307.56,32019672.73,35.24, foliada,Gneiss,0.15,130140.3,0.0
27778,64899430.75,10533651.4,28.25,Detrítica,Arenisca,0.03,13151.9,0.0
27779,204776013.86,48878573.22,57.26,Intermedia-Gruesa,Granito,0.37,408243.17,0.0
27780,275958599.39,31616252.78,50.16,Afanítica,Andesita,0.32,11002874.99,0.01
27781,159563071.15,43481244.94,53.37,Porfídica,Basalto,0.28,581308.64,0.04
27782,162897842.68,18724772.71,35.57,Detrítica,Arenisca,0.53,6020.55,0.0
27783,165051621.75,39725070.89,30.7, foliada,Gneiss,0.4,93304.85,0.0
27784,320566170.86,27369729.6,48.29,Afanítica,Andesita,0.25,7430796.89,0.02
27785,74236930.41,36947513.76,31.12,Detrítica,Arenisca,0.41,2213.45,0.0
27786,142432136.76,36273118.67,39.3, foliada,Gneiss,0.35,959587.13,0.0
27787,102312270.87,21025830.88,49.01,Detrítica,Arenisca,0.3,4504.34,0.0
27788,222042775.07,16248398.67,50.99,Intermedia-Gruesa,Granito,0.32,589303.17,0.0
27789,182623451.69,49599581.51,41.8, foliada,Gneiss,0.29,592509.58,0.0
27790,211205394.69,28842774.51,51.59,Afanítica,Andesita,0.28,6397421.13,0.02
27791,45766942.99,21892775.78,37.95,Detrítica,Arenisca,0.15,3060.56,0.0
27792,173025298.93,14444233.16,52.22,Porfídica,Basalto,0.28,919273.46,0.05
27793,208438727.9,35945638.53,42.99,Intermedia-Gruesa,Granito,0.1,1712.68,0.0
27794,166220942.07,49305369.35,45.06,Afanítica,Andesita,0.25,1078485.41,0.02
27795,161676482.68,10900746.95,51.43,Intermedia-Gruesa,Granito,0.33,395740.92,0.0
27796,152882156.55,26329516.66,44.83,Afanítica,Andesita,0.26,454230.05,0.02
27797,184678237.67,33479078.33,50.07,Porfídica,Basalto,0.28,405324.18,0.06
27798,82565880.41,25910238.52,19.7,Detrítica,Arenisca,0.2,627.31,0.0
27799,161665003.04,40032621.56,30.95, foliada,Gneiss,0.22,815581.65,0.0
27800,205492718.44,32322158.81,32.55, foliada,Gneiss,0.06,598891.62,0.0
27801,260857181.41,32118400.65,35.1,Fanerítica,Gabro,0.1,285520.82,0.0
27802,203794054.63,15396302.79,54.47,Intermedia-Gruesa,Granito,0.24,124268.04,0.0
27803,201532191.13,19077541.37,56.1,Intermedia-Gruesa,Granito,0.34,35807.29,0.0
27804,169597183.92,17644420.35,35.96, foliada,Gneiss,0.15,1054254.25,0.0
27805,151766099.38,26611430.0,31.39, foliada,Gneiss,0.5,14811.98,0.0
27806,176328010.4,27395165.44,34.98, foliada,Gneiss,0.43,594466.46,0.0
27807,225591817.58,5206786.88,47.37,Intermedia-Gruesa,Granito,0.23,400398.62,0.0
